,WR0909.SHF,WR0910.SHF,WR0911.SHF,WR0912.SHF,WR1001.SHF,WR1002.SHF,WR1003.SHF,WR1004.SHF,WR1005.SHF,WR1006.SHF,WR1007.SHF,WR1008.SHF,WR1009.SHF,WR1010.SHF,WR1011.SHF,WR1012.SHF,WR1101.SHF,WR1102.SHF,WR1103.SHF,WR1104.SHF,WR1105.SHF,WR1106.SHF,WR1107.SHF,WR1108.SHF,WR1109.SHF,WR1110.SHF,WR1111.SHF,WR1112.SHF,WR1201.SHF,WR1202.SHF,WR1203.SHF,WR1204.SHF,WR1205.SHF,WR1206.SHF,WR1207.SHF,WR1208.SHF,WR1209.SHF,WR1210.SHF,WR1211.SHF,WR1212.SHF,WR1301.SHF,WR1302.SHF,WR1303.SHF,WR1304.SHF,WR1305.SHF,WR1306.SHF,WR1307.SHF,WR1308.SHF,WR1309.SHF,WR1310.SHF,WR1311.SHF,WR1312.SHF,WR1401.SHF,WR1402.SHF,WR1403.SHF,WR1404.SHF,WR1405.SHF,WR1406.SHF,WR1407.SHF,WR1408.SHF,WR1409.SHF,WR1410.SHF,WR1411.SHF,WR1412.SHF,WR1501.SHF,WR1502.SHF,WR1503.SHF,WR1504.SHF,WR1505.SHF,WR1506.SHF,WR1507.SHF,WR1508.SHF,WR1509.SHF,WR1510.SHF,WR1511.SHF,WR1512.SHF,WR1601.SHF,WR1602.SHF,WR1603.SHF,WR1604.SHF,WR1605.SHF,WR1606.SHF,WR1607.SHF,WR1608.SHF,WR1609.SHF,WR1610.SHF,WR1611.SHF,WR1612.SHF,WR1701.SHF,WR1702.SHF,WR1703.SHF,WR1704.SHF,WR1705.SHF,WR1706.SHF,WR1707.SHF,WR1708.SHF,WR1709.SHF,WR1710.SHF,WR1711.SHF,WR1712.SHF,WR1801.SHF,WR1802.SHF,WR1803.SHF,WR1804.SHF,WR1805.SHF,WR1806.SHF,WR1807.SHF,WR1808.SHF,WR1809.SHF,WR1810.SHF,WR1811.SHF,WR1812.SHF,WR1901.SHF,WR1902.SHF,WR1903.SHF
2011-04-21,600.0,2460.0,4440.0,540.0,660.0,600.0,1680.0,2640.0,6720.0,540.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,2.0,2.0,6.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-04-22,600.0,2460.0,4440.0,540.0,660.0,600.0,1680.0,2640.0,6720.0,540.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,2.0,6.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-04-25,600.0,2460.0,4440.0,540.0,660.0,600.0,1680.0,2640.0,6720.0,540.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,2.0,6.0,2.0,30.0,2.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-04-26,600.0,2460.0,4440.0,540.0,660.0,600.0,1680.0,2640.0,6720.0,540.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,2.0,6.0,2.0,32.0,2.0,0.0,2.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-04-27,600.0,2460.0,4440.0,540.0,660.0,600.0,1680.0,2640.0,6720.0,540.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,2.0,6.0,2.0,34.0,2.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-04-28,600.0,2460.0,4440.0,540.0,660.0,600.0,1680.0,2640.0,6720.0,540.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,2.0,6.0,2.0,30.0,2.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-04-29,600.0,2460.0,4440.0,540.0,660.0,600.0,1680.0,2640.0,6720.0,540.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,6.0,2.0,28.0,2.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-05-03,600.0,2460.0,4440.0,540.0,660.0,600.0,1680.0,2640.0,6720.0,540.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,6.0,2.0,30.0,2.0,0.0,0.0,0.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-05-04,600.0,2460.0,4440.0,540.0,660.0,600.0,1680.0,2640.0,6720.0,540.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,6.0,2.0,4.0,2.0,0.0,0.0,0.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-05-05,600.0,2460.0,4440.0,540.0,660.0,600.0,1680.0,2640.0,6720.0,540.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,6.0,2.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-05-06,600.0,2460.0,4440.0,540.0,660.0,600.0,1680.0,2640.0,6720.0,540.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,6.0,2.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-05-09,600.0,2460.0,4440.0,540.0,660.0,600.0,1680.0,2640.0,6720.0,540.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,6.0,2.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-05-10,600.0,2460.0,4440.0,540.0,660.0,600.0,1680.0,2640.0,6720.0,540.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,6.0,2.0,2.0,2.0,0.0,10.0,0.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-05-11,600.0,2460.0,4440.0,540.0,660.0,600.0,1680.0,2640.0,6720.0,540.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,6.0,2.0,2.0,2.0,0.0,,0.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-05-12,600.0,2460.0,4440.0,540.0,660.0,600.0,1680.0,2640.0,6720.0,540.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,6.0,2.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-05-13,600.0,2460.0,4440.0,540.0,660.0,600.0,1680.0,2640.0,6720.0,540.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,6.0,2.0,2.0,2.0,0.0,6.0,0.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-05-16,600.0,2460.0,4440.0,540.0,660.0,600.0,1680.0,2640.0,6720.0,540.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,6.0,2.0,2.0,2.0,0.0,4.0,0.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-05-17,600.0,2460.0,4440.0,540.0,660.0,600.0,1680.0,2640.0,6720.0,540.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,6.0,2.0,2.0,2.0,0.0,4.0,2.0,4.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-05-18,600.0,2460.0,4440.0,540.0,660.0,600.0,1680.0,2640.0,6720.0,540.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,6.0,4.0,2.0,2.0,0.0,4.0,0.0,4.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-05-19,600.0,2460.0,4440.0,540.0,660.0,600.0,1680.0,2640.0,6720.0,540.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,6.0,4.0,2.0,2.0,0.0,2.0,0.0,4.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-05-20,600.0,2460.0,4440.0,540.0,660.0,600.0,1680.0,2640.0,6720.0,540.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,6.0,4.0,2.0,2.0,0.0,2.0,0.0,4.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-05-23,600.0,2460.0,4440.0,540.0,660.0,600.0,1680.0,2640.0,6720.0,540.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,6.0,2.0,10.0,2.0,0.0,2.0,0.0,4.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-05-24,600.0,2460.0,4440.0,540.0,660.0,600.0,1680.0,2640.0,6720.0,540.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,6.0,2.0,2.0,2.0,0.0,2.0,0.0,4.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-05-25,600.0,2460.0,4440.0,540.0,660.0,600.0,1680.0,2640.0,6720.0,540.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,6.0,2.0,2.0,2.0,0.0,2.0,0.0,4.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-05-26,600.0,2460.0,4440.0,540.0,660.0,600.0,1680.0,2640.0,6720.0,540.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,6.0,2.0,2.0,6.0,0.0,2.0,0.0,4.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-05-27,600.0,2460.0,4440.0,540.0,660.0,600.0,1680.0,2640.0,6720.0,540.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,6.0,4.0,2.0,6.0,0.0,2.0,0.0,4.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-05-30,600.0,2460.0,4440.0,540.0,660.0,600.0,1680.0,2640.0,6720.0,540.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,6.0,2.0,2.0,6.0,0.0,2.0,0.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-05-31,600.0,2460.0,4440.0,540.0,660.0,600.0,1680.0,2640.0,6720.0,540.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,6.0,2.0,2.0,6.0,0.0,2.0,0.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-06-01,600.0,2460.0,4440.0,540.0,660.0,600.0,1680.0,2640.0,6720.0,540.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,6.0,2.0,2.0,6.0,0.0,2.0,0.0,4.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-06-02,600.0,2460.0,4440.0,540.0,660.0,600.0,1680.0,2640.0,6720.0,540.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,6.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-06-03,600.0,2460.0,4440.0,540.0,660.0,600.0,1680.0,2640.0,6720.0,540.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,6.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-06-07,600.0,2460.0,4440.0,540.0,660.0,600.0,1680.0,2640.0,6720.0,540.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,6.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-06-08,600.0,2460.0,4440.0,540.0,660.0,600.0,1680.0,2640.0,6720.0,540.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,6.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-06-09,600.0,2460.0,4440.0,540.0,660.0,600.0,1680.0,2640.0,6720.0,540.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,6.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-06-10,600.0,2460.0,4440.0,540.0,660.0,600.0,1680.0,2640.0,6720.0,540.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,6.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-06-13,600.0,2460.0,4440.0,540.0,660.0,600.0,1680.0,2640.0,6720.0,540.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,6.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-06-14,600.0,2460.0,4440.0,540.0,660.0,600.0,1680.0,2640.0,6720.0,540.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,6.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-06-15,600.0,2460.0,4440.0,540.0,660.0,600.0,1680.0,2640.0,6720.0,540.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,6.0,2.0,4.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-06-16,600.0,2460.0,4440.0,540.0,660.0,600.0,1680.0,2640.0,6720.0,540.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,6.0,2.0,4.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-06-17,600.0,2460.0,4440.0,540.0,660.0,600.0,1680.0,2640.0,6720.0,540.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,6.0,2.0,4.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-06-20,600.0,2460.0,4440.0,540.0,660.0,600.0,1680.0,2640.0,6720.0,540.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,6.0,2.0,6.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-06-21,600.0,2460.0,4440.0,540.0,660.0,600.0,1680.0,2640.0,6720.0,540.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,6.0,2.0,4.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-06-22,600.0,2460.0,4440.0,540.0,660.0,600.0,1680.0,2640.0,6720.0,540.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,6.0,2.0,4.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-06-23,600.0,2460.0,4440.0,540.0,660.0,600.0,1680.0,2640.0,6720.0,540.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,6.0,2.0,4.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-06-24,600.0,2460.0,4440.0,540.0,660.0,600.0,1680.0,2640.0,6720.0,540.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,6.0,2.0,4.0,2.0,0.0,2.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-06-27,600.0,2460.0,4440.0,540.0,660.0,600.0,1680.0,2640.0,6720.0,540.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,6.0,2.0,4.0,2.0,0.0,2.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-06-28,600.0,2460.0,4440.0,540.0,660.0,600.0,1680.0,2640.0,6720.0,540.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,6.0,2.0,4.0,2.0,0.0,2.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-06-29,600.0,2460.0,4440.0,540.0,660.0,600.0,1680.0,2640.0,6720.0,540.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,6.0,2.0,4.0,2.0,0.0,2.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-06-30,600.0,2460.0,4440.0,540.0,660.0,600.0,1680.0,2640.0,6720.0,540.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,6.0,4.0,4.0,2.0,0.0,4.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-07-01,600.0,2460.0,4440.0,540.0,660.0,600.0,1680.0,2640.0,6720.0,540.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,6.0,2.0,4.0,2.0,0.0,2.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-07-04,600.0,2460.0,4440.0,540.0,660.0,600.0,1680.0,2640.0,6720.0,540.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,6.0,2.0,4.0,2.0,0.0,2.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-07-05,600.0,2460.0,4440.0,540.0,660.0,600.0,1680.0,2640.0,6720.0,540.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,6.0,2.0,4.0,2.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-07-06,600.0,2460.0,4440.0,540.0,660.0,600.0,1680.0,2640.0,6720.0,540.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,6.0,2.0,4.0,2.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-07-07,600.0,2460.0,4440.0,540.0,660.0,600.0,1680.0,2640.0,6720.0,540.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,6.0,2.0,4.0,2.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-07-08,600.0,2460.0,4440.0,540.0,660.0,600.0,1680.0,2640.0,6720.0,540.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,6.0,2.0,4.0,2.0,0.0,0.0,0.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-07-11,600.0,2460.0,4440.0,540.0,660.0,600.0,1680.0,2640.0,6720.0,540.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,6.0,2.0,2.0,2.0,0.0,0.0,0.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-07-12,600.0,2460.0,4440.0,540.0,660.0,600.0,1680.0,2640.0,6720.0,540.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,6.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-07-13,600.0,2460.0,4440.0,540.0,660.0,600.0,1680.0,2640.0,6720.0,540.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,6.0,,2.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
