,AU0806.SHF,AU0807.SHF,AU0808.SHF,AU0809.SHF,AU0810.SHF,AU0811.SHF,AU0812.SHF,AU0901.SHF,AU0902.SHF,AU0903.SHF,AU0904.SHF,AU0905.SHF,AU0906.SHF,AU0907.SHF,AU0908.SHF,AU0909.SHF,AU0910.SHF,AU0911.SHF,AU0912.SHF,AU1001.SHF,AU1002.SHF,AU1003.SHF,AU1004.SHF,AU1005.SHF,AU1006.SHF,AU1007.SHF,AU1008.SHF,AU1009.SHF,AU1010.SHF,AU1011.SHF,AU1012.SHF,AU1101.SHF,AU1102.SHF,AU1103.SHF,AU1104.SHF,AU1105.SHF,AU1106.SHF,AU1107.SHF,AU1108.SHF,AU1109.SHF,AU1110.SHF,AU1111.SHF,AU1112.SHF,AU1201.SHF,AU1202.SHF,AU1203.SHF,AU1204.SHF,AU1205.SHF,AU1206.SHF,AU1207.SHF,AU1208.SHF,AU1209.SHF,AU1210.SHF,AU1211.SHF,AU1212.SHF,AU1301.SHF,AU1302.SHF,AU1303.SHF,AU1304.SHF,AU1305.SHF,AU1306.SHF,AU1307.SHF,AU1308.SHF,AU1309.SHF,AU1310.SHF,AU1311.SHF,AU1312.SHF,AU1401.SHF,AU1402.SHF,AU1403.SHF,AU1404.SHF,AU1405.SHF,AU1406.SHF,AU1407.SHF,AU1408.SHF,AU1409.SHF,AU1410.SHF,AU1411.SHF,AU1412.SHF,AU1501.SHF,AU1502.SHF,AU1503.SHF,AU1504.SHF,AU1505.SHF,AU1506.SHF,AU1507.SHF,AU1508.SHF,AU1509.SHF,AU1510.SHF,AU1511.SHF,AU1512.SHF,AU1601.SHF,AU1602.SHF,AU1603.SHF,AU1604.SHF,AU1605.SHF,AU1606.SHF,AU1607.SHF,AU1608.SHF,AU1609.SHF,AU1610.SHF,AU1611.SHF,AU1612.SHF,AU1701.SHF,AU1702.SHF,AU1703.SHF,AU1704.SHF,AU1705.SHF,AU1706.SHF,AU1707.SHF,AU1708.SHF,AU1709.SHF,AU1710.SHF,AU1711.SHF,AU1712.SHF,AU1801.SHF,AU1802.SHF,AU1803.SHF,AU1804.SHF,AU1806.SHF,AU1808.SHF,AU1810.SHF,AU1812.SHF,AU1805.SHF,AU1902.SHF,AU1904.SHF,AU1807.SHF
2011-12-14,408.0,228.0,138.0,0.0,18.0,6.0,996.0,420.0,54.0,6.0,0.0,60.0,240.0,36.0,60.0,60.0,6.0,72.0,456.0,12.0,12.0,24.0,0.0,0.0,702.0,6.0,0.0,18.0,24.0,0.0,276.0,0.0,156.0,18.0,12.0,36.0,1176.0,6.0,,,,,48.0,274.0,264.0,188.0,142.0,196.0,98392.0,60.0,26.0,10.0,8.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-12-15,408.0,228.0,138.0,0.0,18.0,6.0,996.0,420.0,54.0,6.0,0.0,60.0,240.0,36.0,60.0,60.0,6.0,72.0,456.0,12.0,12.0,24.0,0.0,0.0,702.0,6.0,0.0,18.0,24.0,0.0,276.0,0.0,156.0,18.0,12.0,36.0,1176.0,6.0,,,,,48.0,258.0,260.0,198.0,140.0,204.0,105716.0,56.0,26.0,10.0,10.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-12-16,408.0,228.0,138.0,0.0,18.0,6.0,996.0,420.0,54.0,6.0,0.0,60.0,240.0,36.0,60.0,60.0,6.0,72.0,456.0,12.0,12.0,24.0,0.0,0.0,702.0,6.0,0.0,18.0,24.0,0.0,276.0,0.0,156.0,18.0,12.0,36.0,1176.0,6.0,,,,,48.0,292.0,276.0,202.0,140.0,202.0,101792.0,58.0,26.0,12.0,12.0,12.0,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-12-19,408.0,228.0,138.0,0.0,18.0,6.0,996.0,420.0,54.0,6.0,0.0,60.0,240.0,36.0,60.0,60.0,6.0,72.0,456.0,12.0,12.0,24.0,0.0,0.0,702.0,6.0,0.0,18.0,24.0,0.0,276.0,0.0,156.0,18.0,12.0,36.0,1176.0,6.0,,,,,48.0,290.0,304.0,206.0,140.0,200.0,107782.0,42.0,22.0,14.0,14.0,12.0,702.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-12-20,408.0,228.0,138.0,0.0,18.0,6.0,996.0,420.0,54.0,6.0,0.0,60.0,240.0,36.0,60.0,60.0,6.0,72.0,456.0,12.0,12.0,24.0,0.0,0.0,702.0,6.0,0.0,18.0,24.0,0.0,276.0,0.0,156.0,18.0,12.0,36.0,1176.0,6.0,,,,,48.0,286.0,302.0,206.0,140.0,206.0,104236.0,42.0,22.0,16.0,14.0,14.0,794.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-12-21,408.0,228.0,138.0,0.0,18.0,6.0,996.0,420.0,54.0,6.0,0.0,60.0,240.0,36.0,60.0,60.0,6.0,72.0,456.0,12.0,12.0,24.0,0.0,0.0,702.0,6.0,0.0,18.0,24.0,0.0,276.0,0.0,156.0,18.0,12.0,36.0,1176.0,6.0,,,,,48.0,286.0,280.0,194.0,140.0,210.0,101762.0,42.0,28.0,14.0,16.0,14.0,812.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-12-22,408.0,228.0,138.0,0.0,18.0,6.0,996.0,420.0,54.0,6.0,0.0,60.0,240.0,36.0,60.0,60.0,6.0,72.0,456.0,12.0,12.0,24.0,0.0,0.0,702.0,6.0,0.0,18.0,24.0,0.0,276.0,0.0,156.0,18.0,12.0,36.0,1176.0,6.0,,,,,48.0,270.0,296.0,200.0,140.0,216.0,102730.0,42.0,28.0,14.0,16.0,14.0,804.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-12-23,408.0,228.0,138.0,0.0,18.0,6.0,996.0,420.0,54.0,6.0,0.0,60.0,240.0,36.0,60.0,60.0,6.0,72.0,456.0,12.0,12.0,24.0,0.0,0.0,702.0,6.0,0.0,18.0,24.0,0.0,276.0,0.0,156.0,18.0,12.0,36.0,1176.0,6.0,,,,,48.0,250.0,304.0,204.0,140.0,204.0,97248.0,42.0,28.0,14.0,14.0,14.0,826.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-12-26,408.0,228.0,138.0,0.0,18.0,6.0,996.0,420.0,54.0,6.0,0.0,60.0,240.0,36.0,60.0,60.0,6.0,72.0,456.0,12.0,12.0,24.0,0.0,0.0,702.0,6.0,0.0,18.0,24.0,0.0,276.0,0.0,156.0,18.0,12.0,36.0,1176.0,6.0,,,,,48.0,224.0,290.0,198.0,140.0,210.0,100774.0,40.0,28.0,14.0,12.0,14.0,2774.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-12-27,408.0,228.0,138.0,0.0,18.0,6.0,996.0,420.0,54.0,6.0,0.0,60.0,240.0,36.0,60.0,60.0,6.0,72.0,456.0,12.0,12.0,24.0,0.0,0.0,702.0,6.0,0.0,18.0,24.0,0.0,276.0,0.0,156.0,18.0,12.0,36.0,1176.0,6.0,,,,,48.0,216.0,266.0,202.0,144.0,224.0,104960.0,40.0,28.0,14.0,12.0,14.0,2862.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-12-28,408.0,228.0,138.0,0.0,18.0,6.0,996.0,420.0,54.0,6.0,0.0,60.0,240.0,36.0,60.0,60.0,6.0,72.0,456.0,12.0,12.0,24.0,0.0,0.0,702.0,6.0,0.0,18.0,24.0,0.0,276.0,0.0,156.0,18.0,12.0,36.0,1176.0,6.0,,,,,48.0,212.0,262.0,202.0,144.0,202.0,108322.0,40.0,28.0,14.0,12.0,14.0,2986.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-12-29,408.0,228.0,138.0,0.0,18.0,6.0,996.0,420.0,54.0,6.0,0.0,60.0,240.0,36.0,60.0,60.0,6.0,72.0,456.0,12.0,12.0,24.0,0.0,0.0,702.0,6.0,0.0,18.0,24.0,0.0,276.0,0.0,156.0,18.0,12.0,36.0,1176.0,6.0,,,,,48.0,212.0,258.0,208.0,150.0,222.0,116144.0,38.0,28.0,16.0,12.0,14.0,2634.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-12-30,408.0,228.0,138.0,0.0,18.0,6.0,996.0,420.0,54.0,6.0,0.0,60.0,240.0,36.0,60.0,60.0,6.0,72.0,456.0,12.0,12.0,24.0,0.0,0.0,702.0,6.0,0.0,18.0,24.0,0.0,276.0,0.0,156.0,18.0,12.0,36.0,1176.0,6.0,,,,,48.0,186.0,254.0,208.0,146.0,202.0,97972.0,40.0,28.0,20.0,12.0,14.0,3230.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-01-04,408.0,228.0,138.0,0.0,18.0,6.0,996.0,420.0,54.0,6.0,0.0,60.0,240.0,36.0,60.0,60.0,6.0,72.0,456.0,12.0,12.0,24.0,0.0,0.0,702.0,6.0,0.0,18.0,24.0,0.0,276.0,0.0,156.0,18.0,12.0,36.0,1176.0,6.0,,,,,48.0,186.0,240.0,202.0,148.0,194.0,94996.0,38.0,28.0,22.0,12.0,14.0,3192.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-01-05,408.0,228.0,138.0,0.0,18.0,6.0,996.0,420.0,54.0,6.0,0.0,60.0,240.0,36.0,60.0,60.0,6.0,72.0,456.0,12.0,12.0,24.0,0.0,0.0,702.0,6.0,0.0,18.0,24.0,0.0,276.0,0.0,156.0,18.0,12.0,36.0,1176.0,6.0,,,,,48.0,186.0,232.0,202.0,148.0,198.0,95138.0,38.0,28.0,22.0,12.0,12.0,3190.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-01-06,408.0,228.0,138.0,0.0,18.0,6.0,996.0,420.0,54.0,6.0,0.0,60.0,240.0,36.0,60.0,60.0,6.0,72.0,456.0,12.0,12.0,24.0,0.0,0.0,702.0,6.0,0.0,18.0,24.0,0.0,276.0,0.0,156.0,18.0,12.0,36.0,1176.0,6.0,,,,,48.0,186.0,234.0,198.0,148.0,186.0,87732.0,40.0,28.0,20.0,12.0,12.0,2986.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-01-09,408.0,228.0,138.0,0.0,18.0,6.0,996.0,420.0,54.0,6.0,0.0,60.0,240.0,36.0,60.0,60.0,6.0,72.0,456.0,12.0,12.0,24.0,0.0,0.0,702.0,6.0,0.0,18.0,24.0,0.0,276.0,0.0,156.0,18.0,12.0,36.0,1176.0,6.0,,,,,48.0,186.0,230.0,200.0,148.0,188.0,86548.0,40.0,30.0,20.0,12.0,12.0,2984.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-01-10,408.0,228.0,138.0,0.0,18.0,6.0,996.0,420.0,54.0,6.0,0.0,60.0,240.0,36.0,60.0,60.0,6.0,72.0,456.0,12.0,12.0,24.0,0.0,0.0,702.0,6.0,0.0,18.0,24.0,0.0,276.0,0.0,156.0,18.0,12.0,36.0,1176.0,6.0,,,,,48.0,186.0,230.0,200.0,150.0,182.0,82846.0,40.0,30.0,20.0,12.0,12.0,2990.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-01-11,408.0,228.0,138.0,0.0,18.0,6.0,996.0,420.0,54.0,6.0,0.0,60.0,240.0,36.0,60.0,60.0,6.0,72.0,456.0,12.0,12.0,24.0,0.0,0.0,702.0,6.0,0.0,18.0,24.0,0.0,276.0,0.0,156.0,18.0,12.0,36.0,1176.0,6.0,,,,,48.0,186.0,230.0,200.0,150.0,200.0,81672.0,40.0,26.0,22.0,10.0,12.0,3008.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-01-12,408.0,228.0,138.0,0.0,18.0,6.0,996.0,420.0,54.0,6.0,0.0,60.0,240.0,36.0,60.0,60.0,6.0,72.0,456.0,12.0,12.0,24.0,0.0,0.0,702.0,6.0,0.0,18.0,24.0,0.0,276.0,0.0,156.0,18.0,12.0,36.0,1176.0,6.0,,,,,48.0,186.0,222.0,200.0,148.0,188.0,81180.0,38.0,26.0,18.0,10.0,10.0,3000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-01-13,408.0,228.0,138.0,0.0,18.0,6.0,996.0,420.0,54.0,6.0,0.0,60.0,240.0,36.0,60.0,60.0,6.0,72.0,456.0,12.0,12.0,24.0,0.0,0.0,702.0,6.0,0.0,18.0,24.0,0.0,276.0,0.0,156.0,18.0,12.0,36.0,1176.0,6.0,,,,,48.0,186.0,214.0,194.0,148.0,176.0,82810.0,40.0,26.0,16.0,10.0,10.0,2990.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-01-16,408.0,228.0,138.0,0.0,18.0,6.0,996.0,420.0,54.0,6.0,0.0,60.0,240.0,36.0,60.0,60.0,6.0,72.0,456.0,12.0,12.0,24.0,0.0,0.0,702.0,6.0,0.0,18.0,24.0,0.0,276.0,0.0,156.0,18.0,12.0,36.0,1176.0,6.0,,,,,48.0,186.0,200.0,192.0,148.0,186.0,81748.0,40.0,22.0,110.0,10.0,12.0,2970.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-01-17,408.0,228.0,138.0,0.0,18.0,6.0,996.0,420.0,54.0,6.0,0.0,60.0,240.0,36.0,60.0,60.0,6.0,72.0,456.0,12.0,12.0,24.0,0.0,0.0,702.0,6.0,0.0,18.0,24.0,0.0,276.0,0.0,156.0,18.0,12.0,36.0,1176.0,6.0,,,,,48.0,186.0,202.0,192.0,154.0,186.0,78720.0,38.0,22.0,64.0,10.0,12.0,3028.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-01-18,408.0,228.0,138.0,0.0,18.0,6.0,996.0,420.0,54.0,6.0,0.0,60.0,240.0,36.0,60.0,60.0,6.0,72.0,456.0,12.0,12.0,24.0,0.0,0.0,702.0,6.0,0.0,18.0,24.0,0.0,276.0,0.0,156.0,18.0,12.0,36.0,1176.0,6.0,,,,,48.0,186.0,188.0,192.0,150.0,204.0,76824.0,34.0,22.0,52.0,10.0,12.0,3056.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-01-19,408.0,228.0,138.0,0.0,18.0,6.0,996.0,420.0,54.0,6.0,0.0,60.0,240.0,36.0,60.0,60.0,6.0,72.0,456.0,12.0,12.0,24.0,0.0,0.0,702.0,6.0,0.0,18.0,24.0,0.0,276.0,0.0,156.0,18.0,12.0,36.0,1176.0,6.0,,,,,48.0,186.0,190.0,196.0,152.0,186.0,75566.0,34.0,22.0,52.0,10.0,10.0,3008.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-01-20,408.0,228.0,138.0,0.0,18.0,6.0,996.0,420.0,54.0,6.0,0.0,60.0,240.0,36.0,60.0,60.0,6.0,72.0,456.0,12.0,12.0,24.0,0.0,0.0,702.0,6.0,0.0,18.0,24.0,0.0,276.0,0.0,156.0,18.0,12.0,36.0,1176.0,6.0,,,,,48.0,186.0,176.0,192.0,150.0,188.0,77504.0,34.0,22.0,52.0,10.0,10.0,6418.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-01-30,408.0,228.0,138.0,0.0,18.0,6.0,996.0,420.0,54.0,6.0,0.0,60.0,240.0,36.0,60.0,60.0,6.0,72.0,456.0,12.0,12.0,24.0,0.0,0.0,702.0,6.0,0.0,18.0,24.0,0.0,276.0,0.0,156.0,18.0,12.0,36.0,1176.0,6.0,,,,,48.0,186.0,78.0,178.0,152.0,200.0,73298.0,34.0,22.0,54.0,10.0,10.0,5798.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-01-31,408.0,228.0,138.0,0.0,18.0,6.0,996.0,420.0,54.0,6.0,0.0,60.0,240.0,36.0,60.0,60.0,6.0,72.0,456.0,12.0,12.0,24.0,0.0,0.0,702.0,6.0,0.0,18.0,24.0,0.0,276.0,0.0,156.0,18.0,12.0,36.0,1176.0,6.0,,,,,48.0,186.0,78.0,176.0,152.0,202.0,74434.0,34.0,22.0,54.0,10.0,10.0,4978.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-02-01,408.0,228.0,138.0,0.0,18.0,6.0,996.0,420.0,54.0,6.0,0.0,60.0,240.0,36.0,60.0,60.0,6.0,72.0,456.0,12.0,12.0,24.0,0.0,0.0,702.0,6.0,0.0,18.0,24.0,0.0,276.0,0.0,156.0,18.0,12.0,36.0,1176.0,6.0,,,,,48.0,186.0,72.0,172.0,154.0,186.0,77492.0,34.0,22.0,58.0,10.0,8.0,5024.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-02-02,408.0,228.0,138.0,0.0,18.0,6.0,996.0,420.0,54.0,6.0,0.0,60.0,240.0,36.0,60.0,60.0,6.0,72.0,456.0,12.0,12.0,24.0,0.0,0.0,702.0,6.0,0.0,18.0,24.0,0.0,276.0,0.0,156.0,18.0,12.0,36.0,1176.0,6.0,,,,,48.0,186.0,72.0,172.0,154.0,182.0,80660.0,34.0,22.0,54.0,10.0,8.0,4452.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-02-03,408.0,228.0,138.0,0.0,18.0,6.0,996.0,420.0,54.0,6.0,0.0,60.0,240.0,36.0,60.0,60.0,6.0,72.0,456.0,12.0,12.0,24.0,0.0,0.0,702.0,6.0,0.0,18.0,24.0,0.0,276.0,0.0,156.0,18.0,12.0,36.0,1176.0,6.0,,,,,48.0,186.0,72.0,174.0,150.0,178.0,82246.0,34.0,22.0,56.0,10.0,8.0,4488.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-02-06,408.0,228.0,138.0,0.0,18.0,6.0,996.0,420.0,54.0,6.0,0.0,60.0,240.0,36.0,60.0,60.0,6.0,72.0,456.0,12.0,12.0,24.0,0.0,0.0,702.0,6.0,0.0,18.0,24.0,0.0,276.0,0.0,156.0,18.0,12.0,36.0,1176.0,6.0,,,,,48.0,186.0,72.0,174.0,144.0,178.0,76380.0,30.0,22.0,56.0,10.0,8.0,4470.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-02-07,408.0,228.0,138.0,0.0,18.0,6.0,996.0,420.0,54.0,6.0,0.0,60.0,240.0,36.0,60.0,60.0,6.0,72.0,456.0,12.0,12.0,24.0,0.0,0.0,702.0,6.0,0.0,18.0,24.0,0.0,276.0,0.0,156.0,18.0,12.0,36.0,1176.0,6.0,,,,,48.0,186.0,72.0,174.0,142.0,180.0,75158.0,30.0,22.0,54.0,10.0,8.0,4812.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-02-08,408.0,228.0,138.0,0.0,18.0,6.0,996.0,420.0,54.0,6.0,0.0,60.0,240.0,36.0,60.0,60.0,6.0,72.0,456.0,12.0,12.0,24.0,0.0,0.0,702.0,6.0,0.0,18.0,24.0,0.0,276.0,0.0,156.0,18.0,12.0,36.0,1176.0,6.0,,,,,48.0,186.0,72.0,172.0,138.0,172.0,81042.0,32.0,22.0,54.0,10.0,8.0,9118.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-02-09,408.0,228.0,138.0,0.0,18.0,6.0,996.0,420.0,54.0,6.0,0.0,60.0,240.0,36.0,60.0,60.0,6.0,72.0,456.0,12.0,12.0,24.0,0.0,0.0,702.0,6.0,0.0,18.0,24.0,0.0,276.0,0.0,156.0,18.0,12.0,36.0,1176.0,6.0,,,,,48.0,186.0,72.0,172.0,148.0,166.0,78536.0,30.0,22.0,54.0,10.0,8.0,9506.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-02-10,408.0,228.0,138.0,0.0,18.0,6.0,996.0,420.0,54.0,6.0,0.0,60.0,240.0,36.0,60.0,60.0,6.0,72.0,456.0,12.0,12.0,24.0,0.0,0.0,702.0,6.0,0.0,18.0,24.0,0.0,276.0,0.0,156.0,18.0,12.0,36.0,1176.0,6.0,,,,,48.0,186.0,72.0,172.0,142.0,164.0,78098.0,34.0,24.0,52.0,10.0,8.0,9566.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-02-13,408.0,228.0,138.0,0.0,18.0,6.0,996.0,420.0,54.0,6.0,0.0,60.0,240.0,36.0,60.0,60.0,6.0,72.0,456.0,12.0,12.0,24.0,0.0,0.0,702.0,6.0,0.0,18.0,24.0,0.0,276.0,0.0,156.0,18.0,12.0,36.0,1176.0,6.0,,,,,48.0,186.0,72.0,172.0,148.0,166.0,77212.0,34.0,24.0,50.0,18.0,8.0,9566.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-02-14,408.0,228.0,138.0,0.0,18.0,6.0,996.0,420.0,54.0,6.0,0.0,60.0,240.0,36.0,60.0,60.0,6.0,72.0,456.0,12.0,12.0,24.0,0.0,0.0,702.0,6.0,0.0,18.0,24.0,0.0,276.0,0.0,156.0,18.0,12.0,36.0,1176.0,6.0,,,,,48.0,186.0,72.0,172.0,148.0,168.0,77276.0,36.0,24.0,50.0,16.0,8.0,9546.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-02-15,408.0,228.0,138.0,0.0,18.0,6.0,996.0,420.0,54.0,6.0,0.0,60.0,240.0,36.0,60.0,60.0,6.0,72.0,456.0,12.0,12.0,24.0,0.0,0.0,702.0,6.0,0.0,18.0,24.0,0.0,276.0,0.0,156.0,18.0,12.0,36.0,1176.0,6.0,,,,,48.0,186.0,72.0,172.0,142.0,172.0,77176.0,36.0,22.0,50.0,16.0,8.0,7454.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-02-16,408.0,228.0,138.0,0.0,18.0,6.0,996.0,420.0,54.0,6.0,0.0,60.0,240.0,36.0,60.0,60.0,6.0,72.0,456.0,12.0,12.0,24.0,0.0,0.0,702.0,6.0,0.0,18.0,24.0,0.0,276.0,0.0,156.0,18.0,12.0,36.0,1176.0,6.0,,,,,48.0,186.0,72.0,170.0,142.0,170.0,76574.0,32.0,22.0,52.0,16.0,8.0,4750.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-02-17,408.0,228.0,138.0,0.0,18.0,6.0,996.0,420.0,54.0,6.0,0.0,60.0,240.0,36.0,60.0,60.0,6.0,72.0,456.0,12.0,12.0,24.0,0.0,0.0,702.0,6.0,0.0,18.0,24.0,0.0,276.0,0.0,156.0,18.0,12.0,36.0,1176.0,6.0,,,,,48.0,186.0,72.0,168.0,140.0,162.0,77460.0,32.0,22.0,52.0,16.0,8.0,7256.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-02-20,408.0,228.0,138.0,0.0,18.0,6.0,996.0,420.0,54.0,6.0,0.0,60.0,240.0,36.0,60.0,60.0,6.0,72.0,456.0,12.0,12.0,24.0,0.0,0.0,702.0,6.0,0.0,18.0,24.0,0.0,276.0,0.0,156.0,18.0,12.0,36.0,1176.0,6.0,,,,,48.0,186.0,72.0,168.0,138.0,160.0,77298.0,32.0,22.0,52.0,16.0,8.0,7358.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-02-21,408.0,228.0,138.0,0.0,18.0,6.0,996.0,420.0,54.0,6.0,0.0,60.0,240.0,36.0,60.0,60.0,6.0,72.0,456.0,12.0,12.0,24.0,0.0,0.0,702.0,6.0,0.0,18.0,24.0,0.0,276.0,0.0,156.0,18.0,12.0,36.0,1176.0,6.0,,,,,48.0,186.0,72.0,162.0,134.0,170.0,81838.0,34.0,22.0,50.0,16.0,8.0,7494.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-02-22,408.0,228.0,138.0,0.0,18.0,6.0,996.0,420.0,54.0,6.0,0.0,60.0,240.0,36.0,60.0,60.0,6.0,72.0,456.0,12.0,12.0,24.0,0.0,0.0,702.0,6.0,0.0,18.0,24.0,0.0,276.0,0.0,156.0,18.0,12.0,36.0,1176.0,6.0,,,,,48.0,186.0,72.0,162.0,134.0,172.0,78454.0,32.0,22.0,56.0,16.0,8.0,7578.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
