,SN1507.SHF,SN1508.SHF,SN1509.SHF,SN1510.SHF,SN1511.SHF,SN1512.SHF,SN1601.SHF,SN1602.SHF,SN1603.SHF,SN1604.SHF,SN1605.SHF,SN1606.SHF,SN1607.SHF,SN1608.SHF,SN1609.SHF,SN1610.SHF,SN1611.SHF,SN1612.SHF,SN1701.SHF,SN1702.SHF,SN1703.SHF,SN1704.SHF,SN1705.SHF,SN1706.SHF,SN1707.SHF,SN1708.SHF,SN1709.SHF,SN1710.SHF,SN1711.SHF,SN1712.SHF,SN1801.SHF,SN1802.SHF,SN1803.SHF,SN1804.SHF,SN1805.SHF,SN1806.SHF,SN1807.SHF,SN1808.SHF,SN1809.SHF,SN1810.SHF,SN1811.SHF,SN1812.SHF,SN1901.SHF,SN1902.SHF,SN1903.SHF,SN1904.SHF
2015-11-05,,,,,,,93850.0,,,,96500.0,97220.0,,,,94090.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-06,,,,,,,93020.0,91910.0,,,,,,,94020.0,93040.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-09,,,,,,,92150.0,,,92600.0,92790.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-10,,,,,,90100.0,91580.0,,,,,,89410.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-11,,,,,,,90990.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-12,,,,,,,91490.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-13,,,,,,,90850.0,,,,90700.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-16,,,,,,,90460.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-17,,,,,,89490.0,90490.0,88110.0,,,90980.0,,,,,94600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-18,,,,,,90390.0,89280.0,,,,91630.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-19,,,,,,,88150.0,,,,87760.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-20,,,,,,,85610.0,,,,85770.0,,,,,,83830.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-23,,,,,,83540.0,85490.0,,,,85440.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-24,,,,,,81500.0,81950.0,,,,82040.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-25,,,,,,83000.0,83780.0,84780.0,,83670.0,83770.0,,,,,84740.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-26,,,,,,,85910.0,,,,86010.0,,,,,84500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-27,,,,,,,87060.0,,,,87790.0,,,,,87500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-30,,,,,,83020.0,85470.0,,,,85560.0,,85980.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-01,,,,,,,85800.0,85500.0,,,86200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-02,,,,,,,86800.0,,,,86700.0,,,,86350.0,86500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-03,,,,,,,85980.0,,,,87920.0,,84130.0,,,86800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-04,,,,,,,84500.0,,,,85600.0,,,,86200.0,86330.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-07,,,,,,,85800.0,,,,87780.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-08,,,,,,,85390.0,,,,86200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-09,,,,,,,84970.0,,,,86050.0,,,,,85250.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-10,,,,,,,85250.0,,,,86270.0,83490.0,,,,86950.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-11,,,,,,,86680.0,,,,88290.0,,,,86890.0,86610.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-14,,,,,,,89240.0,,,,90150.0,,,,,89800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-15,,,,,,,89510.0,,,,90560.0,,91380.0,,91860.0,90290.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-16,,,,,,,89490.0,,,,90090.0,,,,,91710.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-17,,,,,,,92440.0,,,,92000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-18,,,,,,,94160.0,,,,94830.0,,,,,95360.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-21,,,,,,,97390.0,,,,97790.0,,,,,97910.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-22,,,,,,,98660.0,,,98230.0,98580.0,,,,100300.0,98190.0,100490.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-23,,,,,,,97460.0,,,,96850.0,,,,97450.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-24,,,,,,,95870.0,,,,95060.0,,,,96500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-25,,,,,,,95270.0,,,,94040.0,,,,95140.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-28,,,,,,,95190.0,,93710.0,,93910.0,,,,95150.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-29,,,,,,,93960.0,,,,92720.0,,,,93900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-30,,,,,,,93460.0,,,,94840.0,,,,95990.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-31,,,,,,,95190.0,,,,94210.0,,,,95790.0,93670.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-04,,,,,,,94850.0,,,,93790.0,,,,94800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-05,,,,,,,94280.0,,,,93250.0,93840.0,,,94650.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-06,,,,,,,93710.0,,,,93150.0,,,,94060.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-07,,,,,,,96970.0,,,,93130.0,,,,93680.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-08,,,,,,,96000.0,,,,92880.0,94440.0,,,93300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-11,,,,,,,95820.0,,,,93690.0,,,,94340.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-12,,,,,,,99530.0,,,,94100.0,,,,94310.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-13,,,,,,,,,94960.0,90790.0,92960.0,,,,93000.0,92000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-14,,,,,,,95000.0,,,93280.0,93630.0,,,,93980.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-15,,,,,,,94400.0,,94230.0,,94460.0,,,,94610.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-18,,,,,,,,,,,95500.0,,,,95480.0,94770.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-19,,,,,,,,,,,95360.0,,,,95410.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-20,,,,,,,,,,,94950.0,,,,94920.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-21,,,,,,,,,,,95680.0,,,,95900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-22,,,,,,,,,,,96400.0,98260.0,,,96610.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-25,,,,,,,,,,,99700.0,,,,97400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-26,,,,,,,,,,,97970.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-27,,,,,,,,,,,100470.0,,,,100200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-28,,,,,,,,,,,100990.0,,,,100180.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-29,,,,,,,,,,,99890.0,,,,99320.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-01,,,,,,,,,,,100280.0,,,,99780.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-02,,,,,,,,,,,99190.0,,,,98720.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-03,,,,,,,,,,,99440.0,,,,99210.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-04,,,,,,,,,,,99990.0,,,,99900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-05,,,,,,,,,,,100450.0,,,,99970.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-15,,,,,,,,,,101000.0,100300.0,,,,99950.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-16,,,,,,,,,,,100180.0,,,,99810.0,,,102680.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-17,,,,,,,,,,,99540.0,,,,99130.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-18,,,,,,,,,,,99990.0,,,,99230.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-19,,,,,,,,,,,100290.0,,,,99800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-22,,,,,,,,,,100540.0,103500.0,,,,102960.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-23,,,,,,,,,,,105680.0,,,,105210.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-24,,,,,,,,,,,106300.0,107980.0,,,105580.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-25,,,,,,,,,,,106270.0,,,,105240.0,,,106260.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-26,,,,,,,,,,107560.0,105500.0,105320.0,105320.0,,104890.0,105250.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-29,,,,,,,,,101900.0,,105380.0,,,,104690.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-01,,,,,,,,,,,104680.0,,106320.0,,103220.0,,,107390.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-02,,,,,,,,,,,105020.0,,,,104600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-03,,,,,,,,,,,108540.0,,,,108210.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-04,,,,,,,,,,,113940.0,,113000.0,,111320.0,111910.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-07,,,,,,,,,,,114690.0,115110.0,,,114610.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-08,,,,,,,,,110200.0,116330.0,117600.0,113800.0,114480.0,,117900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-09,,,,,,,,,,,114200.0,112660.0,,,115800.0,112200.0,,,117190.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-10,,,,,,,,,,,112650.0,,,,113870.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-11,,,,,,,,,,,111020.0,110280.0,,,110660.0,,110960.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-14,,,,,,,,,,112660.0,111000.0,,,,111380.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-15,,,,,,,,,,,110560.0,110540.0,,,110000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-16,,,,,,,,,,,109660.0,111080.0,,,109570.0,,,107980.0,111710.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-17,,,,,,,,,,,110470.0,,,,110720.0,,,,112190.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-18,,,,,,,,,,,113780.0,,,,113870.0,113400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-21,,,,,,,,,,110400.0,112980.0,111190.0,,,113110.0,111500.0,,,114990.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-22,,,,,,,,,,,110480.0,111150.0,,,110390.0,,,,112000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-23,,,,,,,,,,,110500.0,110500.0,,,110930.0,,,,111990.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-24,,,,,,,,,,,110690.0,,,,110850.0,,,113120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-25,,,,,,,,,,,112090.0,113560.0,,,112150.0,112980.0,,,113160.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-28,,,,,,,,,,,112880.0,111210.0,,,112870.0,110900.0,,,111360.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-29,,,,,,,,,,,109780.0,,,,109950.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-30,,,,,,,,,,,109280.0,107000.0,,,109730.0,106870.0,,,111390.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-31,,,,,,,,,,,105870.0,,,,106560.0,,,,107310.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-01,,,,,,,,,,,105620.0,,,,106240.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-05,,,,,,,,,,,105670.0,106550.0,,,107000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-06,,,,,,,,,,,106150.0,,,,107660.0,,,,107090.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-07,,,,,,,,,,,107400.0,,,,108250.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-08,,,,,,,,,,,107200.0,108490.0,,,108000.0,,,,106660.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-11,,,,,,,,,,,110480.0,110770.0,,,111540.0,,,,109730.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-12,,,,,,,,,,,109770.0,,,,110990.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-13,,,,,,,,,,,112560.0,,,,113580.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-14,,,,,,,,,,,113550.0,114000.0,,,114110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-15,,,,,,,,,,,113960.0,,,,113700.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-18,,,,,,,,,,,111890.0,,,,112590.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-19,,,,,,,,,,,112000.0,,,,112750.0,112000.0,,,,,116110.0,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-20,,,,,,,,,,,112950.0,,,,113370.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-21,,,,,,,,,,,114600.0,116560.0,,115140.0,115680.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-22,,,,,,,,,,,115960.0,,,,116280.0,,114110.0,,,,112500.0,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-25,,,,,,,,,,,113410.0,,,,114500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-26,,,,,,,,,,,110530.0,111800.0,,,112080.0,112920.0,,,110210.0,,111560.0,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-27,,,,,,,,,,,109430.0,111600.0,,,111280.0,112330.0,,112210.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-28,,,,,,,,,,,108690.0,109990.0,,,110140.0,,109810.0,,110580.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-29,,,,,,,,,,,109340.0,107230.0,,107660.0,110980.0,110450.0,,,110580.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-03,,,,,,,,,,,111240.0,,,111500.0,112410.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-04,,,,,,,,,,,112200.0,,,,113510.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-05,,,,,,,,,,,112300.0,,,,114380.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-06,,,,,,,,,,,112210.0,,,,114490.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-09,,,,,,,,,,,111440.0,,,109000.0,113200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-10,,,,,,,,,,,109340.0,108000.0,,,110960.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-11,,,,,,,,,,,109640.0,,,108190.0,109960.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-12,,,,,,,,,,,112850.0,111740.0,111490.0,,111300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-13,,,,,,,,,,,108490.0,,,,110650.0,,,,108910.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-16,,,,,,,,,,,107900.0,,,,108670.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-17,,,,,,,,,,,,,,,109000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-18,,,,,,,,,,,,108380.0,,,108630.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-19,,,,,,,,,,,,,,,107500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-20,,,,,,,,,,,,,,,107390.0,,,,109740.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-23,,,,,,,,,,,,,107020.0,,108190.0,,106960.0,,107450.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-24,,,,,,,,,,,,105950.0,,,106210.0,,,,107510.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-25,,,,,,,,,,,,,106460.0,,106000.0,,,,105700.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-26,,,,,,,,,,,,,106180.0,,106600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-27,,,,,,,,,,,,109100.0,,,108380.0,,,109660.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-30,,,,,,,,,,,,107000.0,107000.0,,108870.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-31,,,,,,,,,,,,107500.0,108500.0,,108980.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-01,,,,,,,,,,,,,107980.0,110070.0,108960.0,,,,111340.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-02,,,,,,,,,,,,,103490.0,,108290.0,,,108000.0,107560.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-03,,,,,,,,,,,,107700.0,,,108270.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-06,,,,,,,,,,,,,108200.0,,109790.0,,,108660.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-07,,,,,,,,,,,,,,,109840.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-08,,,,,,,,,,,,,,,109690.0,,,109840.0,111110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-13,,,,,,,,,,,,,,,112000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-14,,,,,,,,,,,,,,,112070.0,,111410.0,,112670.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-15,,,,,,,,,,,,,,,112000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-16,,,,,,,,,,,,,,114450.0,113270.0,,,,113140.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-17,,,,,,,,,,,,,,111300.0,113170.0,,,113480.0,113520.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-20,,,,,,,,,,,,,,111160.0,113500.0,,,111600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-21,,,,,,,,,,,,,,,112340.0,,,,113160.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-22,,,,,,,,,,,,,,112290.0,111890.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-23,,,,,,,,,,,,,,,112290.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-24,,,,,,,,,,,,,,,112890.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-27,,,,,,,,,,,,,,110630.0,113120.0,,,,115340.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-28,,,,,,,,,,,,,,,112800.0,,,,113190.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-29,,,,,,,,,,,,,,,113450.0,,,,113310.0,,,,114220.0,,,,,,,,,,,,,,,,,,,,,,,
2016-06-30,,,,,,,,,,,,,,,113080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-07-01,,,,,,,,,,,,,,,118000.0,117720.0,,,118990.0,,,,118480.0,117710.0,,,,,,,,,,,,,,,,,,,,,,
2016-07-04,,,,,,,,,,,,,,,124000.0,121000.0,,,123770.0,,,,123250.0,120340.0,,,,,,,,,,,,,,,,,,,,,,
2016-07-05,,,,,,,,,,,,,,120200.0,125690.0,120000.0,,118390.0,125030.0,,,,122400.0,,,,,,,,,,,,,,,,,,,,,,,
2016-07-06,,,,,,,,,,,,,,,121450.0,120500.0,,,122430.0,,,,121990.0,117200.0,,,,,,,,,,,,,,,,,,,,,,
2016-07-07,,,,,,,,,,,,,,,119500.0,,,,120990.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-07-08,,,,,,,,,,,,,,,117880.0,,,,119180.0,,,,115910.0,,,,,,,,,,,,,,,,,,,,,,,
2016-07-11,,,,,,,,,,,,,,,119250.0,120350.0,,,120890.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-07-12,,,,,,,,,,,,,,,120500.0,,,,122520.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-07-13,,,,,,,,,,,,,,,122000.0,,,,123170.0,,,,122100.0,,,,,,,,,,,,,,,,,,,,,,,
2016-07-14,,,,,,,,,,,,,,,119600.0,118690.0,,,120080.0,,,,119490.0,,,,,,,,,,,,,,,,,,,,,,,
2016-07-15,,,,,,,,,,,,,,,119840.0,,,,121010.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-07-18,,,,,,,,,,,,,,,120880.0,,,,121740.0,,,,121090.0,,,,,,,,,,,,,,,,,,,,,,,
2016-07-19,,,,,,,,,,,,,,,118180.0,,,,119560.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-07-20,,,,,,,,,,,,,,117500.0,118500.0,,,,119970.0,,,,118520.0,,,,,,,,,,,,,,,,,,,,,,,
2016-07-21,,,,,,,,,,,,,,,119490.0,,,,120520.0,,,,121280.0,119320.0,,,,,,,,,,,,,,,,,,,,,,
2016-07-22,,,,,,,,,,,,,,117700.0,119800.0,,,,121310.0,,,,121700.0,,,,,,,,,,,,,,,,,,,,,,,
2016-07-25,,,,,,,,,,,,,,,118490.0,,,,119850.0,,121830.0,,120310.0,,,,,,,,,,,,,,,,,,,,,,,
2016-07-26,,,,,,,,,,,,,,,118500.0,,,,119710.0,,118010.0,,120490.0,,,,,,,,,,,,,,,,,,,,,,,
2016-07-27,,,,,,,,,,,,,,,121900.0,121010.0,,,122790.0,,,,123500.0,,,,,,,,,,,,,,,,,,,,,,,
2016-07-28,,,,,,,,,,,,,,,121560.0,,,,122580.0,,,,124200.0,,,,,,,,,,,,,,,,,,,,,,,
2016-07-29,,,,,,,,,,,,,,119000.0,122370.0,,,,122470.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-08-01,,,,,,,,,,,,,,,120400.0,,,,121560.0,,,,123650.0,,,,,,,,,,,,,,,,,,,,,,,
2016-08-02,,,,,,,,,,,,,,,120830.0,,,,122210.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-08-03,,,,,,,,,,,,,,119990.0,121180.0,,,,122140.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-08-04,,,,,,,,,,,,,,,119730.0,119820.0,,,121300.0,,,,121950.0,,,,,,,,,,,,,,,,,,,,,,,
2016-08-05,,,,,,,,,,,,,,,120790.0,119510.0,,,121760.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-08-08,,,,,,,,,,,,,,,122300.0,,,,123490.0,,,,126870.0,,,,,,,,,,,,,,,,,,,,,,,
2016-08-09,,,,,,,,,,,,,,,122600.0,,,,123480.0,,,,125210.0,,,,,,,,,,,,,,,,,,,,,,,
2016-08-10,,,,,,,,,,,,,,,125500.0,123500.0,,,126000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-08-11,,,,,,,,,,,,,,,125950.0,,,,126490.0,,,,127370.0,,,,,,,,,,,,,,,,,,,,,,,
2016-08-12,,,,,,,,,,,,,,,124500.0,,,,125640.0,,,,126140.0,,,,,,,,,,,,,,,,,,,,,,,
2016-08-15,,,,,,,,,,,,,,123500.0,123980.0,120830.0,,,124630.0,,,,125900.0,,,,,,,,,,,,,,,,,,,,,,,
2016-08-16,,,,,,,,,,,,,,,124000.0,124490.0,,,124600.0,,,,125560.0,,,,,,,,,,,,,,,,,,,,,,,
2016-08-17,,,,,,,,,,,,,,,123960.0,124770.0,,,124690.0,,,,125360.0,,,,,,,,,,,,,,,,,,,,,,,
2016-08-18,,,,,,,,,,,,,,,122920.0,,,,123970.0,,,,125520.0,,,,,,,,,,,,,,,,,,,,,,,
2016-08-19,,,,,,,,,,,,,,,123050.0,124210.0,,122000.0,123890.0,,,,125540.0,,,,,,,,,,,,,,,,,,,,,,,
2016-08-22,,,,,,,,,,,,,,,122820.0,,,,124500.0,,,,126230.0,,,,,,,,,,,,,,,,,,,,,,,
2016-08-23,,,,,,,,,,,,,,,122490.0,,,,123730.0,,,,124850.0,,,,,,,,,,,,,,,,,,,,,,,
2016-08-24,,,,,,,,,,,,,,,124490.0,125000.0,,,125610.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-08-25,,,,,,,,,,,,,,,124610.0,124010.0,121000.0,,126000.0,,,,126060.0,,,,,,,,,,,,,,,,,,,,,,,
2016-08-26,,,,,,,,,,,,,,,123470.0,,,,124590.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-08-29,,,,,,,,,,,,,,,123890.0,123500.0,,,125600.0,,,,126130.0,,,,,,,,,,,,,,,,,,,,,,,
2016-08-30,,,,,,,,,,,,,,,123750.0,123500.0,,,125200.0,,,,125800.0,,,,,,,,,,,,,,,,,,,,,,,
2016-08-31,,,,,,,,,,,,,,,123200.0,123000.0,,,124780.0,,,,125530.0,,,,,,,,,,,,,,,,,,,,,,,
2016-09-01,,,,,,,,,,,,,,,123850.0,,,,125720.0,,,,126230.0,,,,,,,,,,,,,,,,,,,,,,,
2016-09-02,,,,,,,,,,,,,,,126980.0,,,,128400.0,,,,128480.0,,,,,,,,,,,,,,,,,,,,,,,
