,SN1507.SHF,SN1508.SHF,SN1509.SHF,SN1510.SHF,SN1511.SHF,SN1512.SHF,SN1601.SHF,SN1602.SHF,SN1603.SHF,SN1604.SHF,SN1605.SHF,SN1606.SHF,SN1607.SHF,SN1608.SHF,SN1609.SHF,SN1610.SHF,SN1611.SHF,SN1612.SHF,SN1701.SHF,SN1702.SHF,SN1703.SHF,SN1704.SHF,SN1705.SHF,SN1706.SHF,SN1707.SHF,SN1708.SHF,SN1709.SHF,SN1710.SHF,SN1711.SHF,SN1712.SHF,SN1801.SHF,SN1802.SHF,SN1803.SHF,SN1804.SHF,SN1805.SHF,SN1806.SHF,SN1807.SHF,SN1808.SHF,SN1809.SHF,SN1810.SHF,SN1811.SHF,SN1812.SHF,SN1901.SHF,SN1902.SHF,SN1903.SHF,SN1904.SHF
2015-11-05,,,,,,,92800.0,,,,92970.0,93160.0,,,,94090.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-06,,,,,,,91100.0,91910.0,,,,,,,91990.0,92020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-09,,,,,,,91280.0,,,92600.0,91500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-10,,,,,,90000.0,89820.0,,,,,,89410.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-11,,,,,,,89810.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-12,,,,,,,90000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-13,,,,,,,89550.0,,,,90360.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-16,,,,,,,89700.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-17,,,,,,87000.0,88020.0,88110.0,,,90500.0,,,,,89460.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-18,,,,,,86150.0,87540.0,,,,87060.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-19,,,,,,,85210.0,,,,86000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-20,,,,,,,83640.0,,,,83410.0,,,,,,83830.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-23,,,,,,83540.0,81230.0,,,,81180.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-24,,,,,,80500.0,80000.0,,,,80040.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-25,,,,,,83000.0,80500.0,82350.0,,83670.0,80970.0,,,,,82500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-26,,,,,,,82110.0,,,,82660.0,,,,,84500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-27,,,,,,,84520.0,,,,85010.0,,,,,83730.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-30,,,,,,83020.0,84000.0,,,,84400.0,,85980.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-01,,,,,,,84620.0,85500.0,,,85000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-02,,,,,,,85060.0,,,,85720.0,,,,86350.0,86500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-03,,,,,,,83030.0,,,,84560.0,,84130.0,,,84700.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-04,,,,,,,83450.0,,,,85000.0,,,,86160.0,86330.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-07,,,,,,,84030.0,,,,85260.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-08,,,,,,,83600.0,,,,84480.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-09,,,,,,,83600.0,,,,84000.0,,,,,85250.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-10,,,,,,,84310.0,,,,85460.0,83490.0,,,,86950.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-11,,,,,,,84480.0,,,,85500.0,,,,86890.0,85900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-14,,,,,,,86280.0,,,,87740.0,,,,,89280.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-15,,,,,,,88280.0,,,,89350.0,,91380.0,,91860.0,90000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-16,,,,,,,88260.0,,,,89440.0,,,,,91710.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-17,,,,,,,89400.0,,,,89900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-18,,,,,,,91380.0,,,,91280.0,,,,,93660.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-21,,,,,,,94470.0,,,,95000.0,,,,,97910.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-22,,,,,,,97100.0,,,94760.0,96020.0,,,,97140.0,97360.0,97400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-23,,,,,,,94710.0,,,,93800.0,,,,95580.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-24,,,,,,,93500.0,,,,93430.0,,,,95370.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-25,,,,,,,93820.0,,,,93240.0,,,,94620.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-28,,,,,,,93510.0,,89640.0,,91560.0,,,,93340.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-29,,,,,,,90650.0,,,,91050.0,,,,92850.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-30,,,,,,,91950.0,,,,92800.0,,,,95180.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-31,,,,,,,92510.0,,,,92400.0,,,,94030.0,93670.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-04,,,,,,,90560.0,,,,91430.0,,,,93000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-05,,,,,,,93490.0,,,,91280.0,91190.0,,,92680.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-06,,,,,,,93000.0,,,,92100.0,,,,92720.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-07,,,,,,,92870.0,,,,91590.0,,,,92540.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-08,,,,,,,92610.0,,,,90110.0,91280.0,,,91210.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-11,,,,,,,95810.0,,,,92400.0,,,,92730.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-12,,,,,,,92120.0,,,,92000.0,,,,92200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-13,,,,,,,,,90680.0,90360.0,91510.0,,,,91020.0,91060.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-14,,,,,,,93500.0,,,93280.0,91790.0,,,,90820.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-15,,,,,,,94400.0,,94230.0,,92710.0,,,,92200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-18,,,,,,,,,,,92300.0,,,,92920.0,94770.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-19,,,,,,,,,,,94400.0,,,,94400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-20,,,,,,,,,,,93500.0,,,,93700.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-21,,,,,,,,,,,94110.0,,,,94860.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-22,,,,,,,,,,,95220.0,94370.0,,,96000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-25,,,,,,,,,,,96300.0,,,,96890.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-26,,,,,,,,,,,96800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-27,,,,,,,,,,,98050.0,,,,98080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-28,,,,,,,,,,,100040.0,,,,99520.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-29,,,,,,,,,,,97690.0,,,,97800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-01,,,,,,,,,,,97850.0,,,,98830.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-02,,,,,,,,,,,98410.0,,,,98290.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-03,,,,,,,,,,,97940.0,,,,98000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-04,,,,,,,,,,,98370.0,,,,98890.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-05,,,,,,,,,,,98600.0,,,,99500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-15,,,,,,,,,,97270.0,97030.0,,,,98280.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-16,,,,,,,,,,,99000.0,,,,99240.0,,,97530.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-17,,,,,,,,,,,98190.0,,,,99130.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-18,,,,,,,,,,,98580.0,,,,99050.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-19,,,,,,,,,,,98910.0,,,,98820.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-22,,,,,,,,,,100540.0,99800.0,,,,99530.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-23,,,,,,,,,,,103410.0,,,,102690.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-24,,,,,,,,,,,104800.0,105740.0,,,103990.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-25,,,,,,,,,,,104860.0,,,,104680.0,,,102210.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-26,,,,,,,,,,107560.0,102260.0,105320.0,103680.0,,103150.0,105250.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-29,,,,,,,,,101900.0,,102910.0,,,,102280.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-01,,,,,,,,,,,103190.0,,104550.0,,103180.0,,,102010.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-02,,,,,,,,,,,103870.0,,,,103680.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-03,,,,,,,,,,,104700.0,,,,104520.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-04,,,,,,,,,,,108660.0,,107150.0,,108220.0,111270.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-07,,,,,,,,,,,111810.0,111610.0,,,111640.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-08,,,,,,,,,105970.0,112500.0,111120.0,113800.0,113000.0,,112070.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-09,,,,,,,,,,,110040.0,109320.0,,,111700.0,110700.0,,,104500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-10,,,,,,,,,,,108060.0,,,,108510.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-11,,,,,,,,,,,107610.0,108600.0,,,107980.0,,108030.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-14,,,,,,,,,,109820.0,109250.0,,,,109230.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-15,,,,,,,,,,,108280.0,108640.0,,,108380.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-16,,,,,,,,,,,108000.0,106870.0,,,108050.0,,,107980.0,109600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-17,,,,,,,,,,,109200.0,,,,109290.0,,,,111000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-18,,,,,,,,,,,109800.0,,,,110030.0,113400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-21,,,,,,,,,,110400.0,108000.0,110020.0,,,108710.0,111500.0,,,110000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-22,,,,,,,,,,,108900.0,108500.0,,,108950.0,,,,111980.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-23,,,,,,,,,,,108300.0,110500.0,,,108220.0,,,,111990.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-24,,,,,,,,,,,109030.0,,,,109320.0,,,110010.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-25,,,,,,,,,,,110390.0,109120.0,,,110480.0,110070.0,,,111510.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-28,,,,,,,,,,,108210.0,109800.0,,,108820.0,110900.0,,,111350.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-29,,,,,,,,,,,108000.0,,,,108730.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-30,,,,,,,,,,,105060.0,104500.0,,,105620.0,106870.0,,,106890.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-31,,,,,,,,,,,103010.0,,,,103630.0,,,,107310.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-01,,,,,,,,,,,102700.0,,,,104000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-05,,,,,,,,,,,103300.0,102400.0,,,104180.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-06,,,,,,,,,,,104710.0,,,,106030.0,,,,107090.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-07,,,,,,,,,,,105990.0,,,,107230.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-08,,,,,,,,,,,105170.0,104310.0,,,106300.0,,,,106660.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-11,,,,,,,,,,,106510.0,106800.0,,,107610.0,,,,109730.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-12,,,,,,,,,,,107230.0,,,,108220.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-13,,,,,,,,,,,108730.0,,,,109620.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-14,,,,,,,,,,,110100.0,110810.0,,,111300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-15,,,,,,,,,,,110540.0,,,,111610.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-18,,,,,,,,,,,109660.0,,,,110300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-19,,,,,,,,,,,110010.0,,,,111030.0,109500.0,,,,,113810.0,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-20,,,,,,,,,,,110490.0,,,,111450.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-21,,,,,,,,,,,110790.0,112510.0,,115140.0,112060.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-22,,,,,,,,,,,110000.0,,,,108530.0,,110150.0,,,,112500.0,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-25,,,,,,,,,,,108560.0,,,,110880.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-26,,,,,,,,,,,107560.0,111800.0,,,109550.0,109100.0,,,110210.0,,111560.0,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-27,,,,,,,,,,,107800.0,109000.0,,,109430.0,108530.0,,111010.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-28,,,,,,,,,,,106600.0,105920.0,,,108440.0,,108750.0,,109710.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-29,,,,,,,,,,,106870.0,106720.0,,107660.0,108520.0,110450.0,,,110580.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-03,,,,,,,,,,,107480.0,,,109050.0,109540.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-04,,,,,,,,,,,108700.0,,,,111510.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-05,,,,,,,,,,,110070.0,,,,111600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-06,,,,,,,,,,,108420.0,,,,110200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-09,,,,,,,,,,,108560.0,,,109000.0,110030.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-10,,,,,,,,,,,105280.0,108000.0,,,106630.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-11,,,,,,,,,,,106600.0,,,108190.0,107510.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-12,,,,,,,,,,,102550.0,107420.0,107880.0,,109470.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-13,,,,,,,,,,,103000.0,,,,107110.0,,,,108020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-16,,,,,,,,,,,103080.0,,,,106690.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-17,,,,,,,,,,,,,,,106910.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-18,,,,,,,,,,,,103700.0,,,106540.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-19,,,,,,,,,,,,,,,105730.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-20,,,,,,,,,,,,,,,105210.0,,,,107100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-23,,,,,,,,,,,,,103860.0,,105500.0,,103810.0,,105730.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-24,,,,,,,,,,,,105950.0,,,104230.0,,,,107510.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-25,,,,,,,,,,,,,102950.0,,104600.0,,,,105700.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-26,,,,,,,,,,,,,102110.0,,104500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-27,,,,,,,,,,,,106010.0,,,105810.0,,,105500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-30,,,,,,,,,,,,104710.0,105120.0,,107350.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-31,,,,,,,,,,,,105590.0,105290.0,,107510.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-01,,,,,,,,,,,,,105500.0,106840.0,106100.0,,,,108900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-02,,,,,,,,,,,,,103490.0,,106200.0,,,108000.0,107560.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-03,,,,,,,,,,,,107700.0,,,107030.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-06,,,,,,,,,,,,,108200.0,,108170.0,,,108660.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-07,,,,,,,,,,,,,,,108920.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-08,,,,,,,,,,,,,,,108440.0,,,109060.0,108670.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-13,,,,,,,,,,,,,,,109830.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-14,,,,,,,,,,,,,,,110660.0,,111410.0,,112670.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-15,,,,,,,,,,,,,,,111020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-16,,,,,,,,,,,,,,110750.0,111140.0,,,,113140.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-17,,,,,,,,,,,,,,110590.0,111280.0,,,113380.0,110420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-20,,,,,,,,,,,,,,111160.0,111580.0,,,111600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-21,,,,,,,,,,,,,,,110660.0,,,,113160.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-22,,,,,,,,,,,,,,108940.0,110100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-23,,,,,,,,,,,,,,,110600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-24,,,,,,,,,,,,,,,110300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-27,,,,,,,,,,,,,,110630.0,110740.0,,,,111640.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-28,,,,,,,,,,,,,,,111830.0,,,,113190.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-29,,,,,,,,,,,,,,,111010.0,,,,113310.0,,,,111460.0,,,,,,,,,,,,,,,,,,,,,,,
2016-06-30,,,,,,,,,,,,,,,111670.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-07-01,,,,,,,,,,,,,,,112050.0,113730.0,,,118340.0,,,,114300.0,111530.0,,,,,,,,,,,,,,,,,,,,,,
2016-07-04,,,,,,,,,,,,,,,117000.0,119120.0,,,113790.0,,,,118520.0,120340.0,,,,,,,,,,,,,,,,,,,,,,
2016-07-05,,,,,,,,,,,,,,120200.0,117810.0,120000.0,,118390.0,119460.0,,,,120240.0,,,,,,,,,,,,,,,,,,,,,,,
2016-07-06,,,,,,,,,,,,,,,115800.0,119230.0,,,116330.0,,,,121990.0,117200.0,,,,,,,,,,,,,,,,,,,,,,
2016-07-07,,,,,,,,,,,,,,,116030.0,,,,117540.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-07-08,,,,,,,,,,,,,,,113840.0,,,,115930.0,,,,115370.0,,,,,,,,,,,,,,,,,,,,,,,
2016-07-11,,,,,,,,,,,,,,,114860.0,117010.0,,,115640.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-07-12,,,,,,,,,,,,,,,117370.0,,,,119030.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-07-13,,,,,,,,,,,,,,,118170.0,,,,120120.0,,,,120180.0,,,,,,,,,,,,,,,,,,,,,,,
2016-07-14,,,,,,,,,,,,,,,117510.0,116300.0,,,119010.0,,,,119480.0,,,,,,,,,,,,,,,,,,,,,,,
2016-07-15,,,,,,,,,,,,,,,118110.0,,,,119420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-07-18,,,,,,,,,,,,,,,117030.0,,,,118600.0,,,,119100.0,,,,,,,,,,,,,,,,,,,,,,,
2016-07-19,,,,,,,,,,,,,,,116710.0,,,,118350.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-07-20,,,,,,,,,,,,,,117500.0,116800.0,,,,116360.0,,,,118520.0,,,,,,,,,,,,,,,,,,,,,,,
2016-07-21,,,,,,,,,,,,,,,117150.0,,,,118460.0,,,,119530.0,119320.0,,,,,,,,,,,,,,,,,,,,,,
2016-07-22,,,,,,,,,,,,,,117700.0,117500.0,,,,119350.0,,,,121390.0,,,,,,,,,,,,,,,,,,,,,,,
2016-07-25,,,,,,,,,,,,,,,116810.0,,,,118420.0,,120410.0,,120310.0,,,,,,,,,,,,,,,,,,,,,,,
2016-07-26,,,,,,,,,,,,,,,116890.0,,,,119300.0,,118010.0,,120300.0,,,,,,,,,,,,,,,,,,,,,,,
2016-07-27,,,,,,,,,,,,,,,117920.0,120490.0,,,118550.0,,,,122000.0,,,,,,,,,,,,,,,,,,,,,,,
2016-07-28,,,,,,,,,,,,,,,120280.0,,,,121260.0,,,,124200.0,,,,,,,,,,,,,,,,,,,,,,,
2016-07-29,,,,,,,,,,,,,,116850.0,119220.0,,,,120300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-08-01,,,,,,,,,,,,,,,118500.0,,,,120000.0,,,,123200.0,,,,,,,,,,,,,,,,,,,,,,,
2016-08-02,,,,,,,,,,,,,,,118830.0,,,,120410.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-08-03,,,,,,,,,,,,,,119990.0,119140.0,,,,120010.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-08-04,,,,,,,,,,,,,,,117580.0,119820.0,,,119140.0,,,,121950.0,,,,,,,,,,,,,,,,,,,,,,,
2016-08-05,,,,,,,,,,,,,,,117450.0,116000.0,,,119070.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-08-08,,,,,,,,,,,,,,,119500.0,,,,120920.0,,,,124090.0,,,,,,,,,,,,,,,,,,,,,,,
2016-08-09,,,,,,,,,,,,,,,120800.0,,,,122010.0,,,,125170.0,,,,,,,,,,,,,,,,,,,,,,,
2016-08-10,,,,,,,,,,,,,,,122170.0,123500.0,,,123080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-08-11,,,,,,,,,,,,,,,123330.0,,,,124210.0,,,,126520.0,,,,,,,,,,,,,,,,,,,,,,,
2016-08-12,,,,,,,,,,,,,,,122800.0,,,,123590.0,,,,126140.0,,,,,,,,,,,,,,,,,,,,,,,
2016-08-15,,,,,,,,,,,,,,114400.0,121820.0,120830.0,,,122940.0,,,,125020.0,,,,,,,,,,,,,,,,,,,,,,,
2016-08-16,,,,,,,,,,,,,,,122270.0,121640.0,,,122740.0,,,,125090.0,,,,,,,,,,,,,,,,,,,,,,,
2016-08-17,,,,,,,,,,,,,,,122340.0,121340.0,,,123170.0,,,,125200.0,,,,,,,,,,,,,,,,,,,,,,,
2016-08-18,,,,,,,,,,,,,,,120730.0,,,,122100.0,,,,125070.0,,,,,,,,,,,,,,,,,,,,,,,
2016-08-19,,,,,,,,,,,,,,,121320.0,124210.0,,122000.0,122520.0,,,,125500.0,,,,,,,,,,,,,,,,,,,,,,,
2016-08-22,,,,,,,,,,,,,,,121630.0,,,,122680.0,,,,126050.0,,,,,,,,,,,,,,,,,,,,,,,
2016-08-23,,,,,,,,,,,,,,,121120.0,,,,117660.0,,,,124850.0,,,,,,,,,,,,,,,,,,,,,,,
2016-08-24,,,,,,,,,,,,,,,121830.0,123500.0,,,123340.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-08-25,,,,,,,,,,,,,,,121480.0,122690.0,121000.0,,120560.0,,,,124030.0,,,,,,,,,,,,,,,,,,,,,,,
2016-08-26,,,,,,,,,,,,,,,122120.0,,,,123180.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-08-29,,,,,,,,,,,,,,,122780.0,123500.0,,,124140.0,,,,125570.0,,,,,,,,,,,,,,,,,,,,,,,
2016-08-30,,,,,,,,,,,,,,,122540.0,123500.0,,,124360.0,,,,125500.0,,,,,,,,,,,,,,,,,,,,,,,
2016-08-31,,,,,,,,,,,,,,,121600.0,123000.0,,,123210.0,,,,124970.0,,,,,,,,,,,,,,,,,,,,,,,
2016-09-01,,,,,,,,,,,,,,,122240.0,,,,124020.0,,,,125010.0,,,,,,,,,,,,,,,,,,,,,,,
2016-09-02,,,,,,,,,,,,,,,123310.0,,,,125120.0,,,,125590.0,,,,,,,,,,,,,,,,,,,,,,,
