,RM1305.CZC,RM1307.CZC,RM1308.CZC,RM1309.CZC,RM1311.CZC,RM1401.CZC,RM1403.CZC,RM1405.CZC,RM1407.CZC,RM1408.CZC,RM1409.CZC,RM1411.CZC,RM1501.CZC,RM1503.CZC,RM1505.CZC,RM1507.CZC,RM1508.CZC,RM1509.CZC,RM1511.CZC,RM1601.CZC,RM1603.CZC,RM1605.CZC,RM607.CZC,RM608.CZC,RM609.CZC,RM611.CZC,RM701.CZC,RM703.CZC,RM705.CZC,RM707.CZC,RM708.CZC,RM709.CZC,RM711.CZC,RM801.CZC,RM803.CZC,RM805.CZC,RM807.CZC,RM808.CZC,RM809.CZC,RM811.CZC,RM901.CZC,RM903.CZC
2018-02-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,
2018-02-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,
2018-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,
2018-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,
2018-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,10.0,6.0,6.0,6.0,6.0,6.0,6.0,
2018-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,10.0,6.0,6.0,6.0,6.0,6.0,6.0,
2018-02-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,10.0,6.0,6.0,6.0,6.0,6.0,6.0,
2018-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,10.0,6.0,6.0,6.0,6.0,6.0,6.0,
2018-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,20.0,6.0,6.0,6.0,6.0,6.0,6.0,
2018-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,20.0,6.0,6.0,6.0,6.0,6.0,6.0,
2018-03-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,20.0,6.0,6.0,6.0,6.0,6.0,6.0,
2018-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,20.0,6.0,6.0,6.0,6.0,6.0,6.0,
2018-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,20.0,6.0,6.0,6.0,6.0,6.0,6.0,
2018-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,20.0,6.0,6.0,6.0,6.0,6.0,6.0,
2018-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,20.0,6.0,6.0,6.0,6.0,6.0,6.0,
2018-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,20.0,6.0,6.0,6.0,6.0,6.0,6.0,
2018-03-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,20.0,6.0,6.0,6.0,6.0,6.0,6.0,
2018-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,20.0,6.0,6.0,6.0,6.0,6.0,6.0,
2018-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,20.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
2018-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,20.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
2018-03-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,20.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
2018-03-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,20.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
2018-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,20.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
2018-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,20.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
2018-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,20.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
2018-03-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,20.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
2018-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,20.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
2018-03-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,20.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
2018-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,20.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
2018-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,20.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
2018-04-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,20.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
2018-04-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,20.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
2018-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,20.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
2018-04-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,20.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
2018-04-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,20.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
2018-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,20.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
2018-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,20.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
2018-04-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,20.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
2018-04-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,20.0,10.0,6.0,6.0,6.0,6.0,6.0,6.0
